"행정구역","2025년04월_남_총인구수","2025년04월_남_연령구간인구수","2025년04월_남_0~9세","2025년04월_남_10~19세","2025년04월_남_20~29세","2025년04월_남_30~39세","2025년04월_남_40~49세","2025년04월_남_50~59세","2025년04월_남_60~69세","2025년04월_남_70~79세","2025년04월_남_80~89세","2025년04월_남_90~99세","2025년04월_남_100세 이상","2025년04월_여_총인구수","2025년04월_여_연령구간인구수","2025년04월_여_0~9세","2025년04월_여_10~19세","2025년04월_여_20~29세","2025년04월_여_30~39세","2025년04월_여_40~49세","2025년04월_여_50~59세","2025년04월_여_60~69세","2025년04월_여_70~79세","2025년04월_여_80~89세","2025년04월_여_90~99세","2025년04월_여_100세 이상"
"서울특별시 성북구 석관동(1129081000)","16,291","16,291","804","1,013","2,031","2,378","2,235","2,765","2,685","1,596","727","54","3","16,855","16,855","721","905","2,273","2,246","2,031","2,738","2,865","1,955","997","119","5"
"서울특별시 강북구 (1130500000)","136,013","136,013","5,192","9,293","16,708","18,120","19,347","24,440","22,655","13,506","6,198","545","9","146,189","146,189","4,946","9,097","18,959","16,355","17,891","24,982","25,117","17,844","9,639","1,323","36"
"서울특별시 강북구 삼양동(1130553400)","12,054","12,054","548","885","1,500","1,540","1,734","2,181","2,012","1,149","472","33","0","12,317","12,317","500","810","1,408","1,413","1,589","2,298","2,085","1,383","737","92","2"
"서울특별시 강북구 미아동(1130553500)","9,798","9,798","244","552","1,397","1,481","1,266","1,703","1,730","941","448","36","0","10,704","10,704","215","521","1,957","1,238","1,157","1,730","1,859","1,236","698","90","3"
"서울특별시 강북구 송중동(1130554500)","13,243","13,243","537","855","1,670","1,824","1,939","2,323","2,176","1,295","561","62","1","14,517","14,517","573","910","1,838","1,739","1,859","2,479","2,537","1,678","804","98","2"
"서울특별시 강북구 송천동(1130555500)","11,159","11,159","307","590","1,223","1,460","1,463","2,056","2,225","1,250","535","47","3","11,424","11,424","313","608","1,289","1,218","1,286","2,023","2,245","1,542","800","98","2"
"서울특별시 강북구 삼각산동(1130557500)","14,497","14,497","1,065","1,877","1,587","1,504","2,492","2,813","1,732","991","406","30","0","15,680","15,680","937","1,794","1,600","1,643","2,703","2,912","1,981","1,320","675","114","1"
"서울특별시 강북구 번1동(1130559500)","7,973","7,973","200","373","1,221","1,267","1,201","1,436","1,199","717","340","18","1","8,266","8,266","198","418","1,507","1,110","1,018","1,278","1,284","934","455","60","4"
"서울특별시 강북구 번2동(1130560300)","6,919","6,919","201","405","844","825","965","1,225","1,272","768","383","30","1","7,614","7,614","214","377","807","739","838","1,285","1,393","1,207","673","77","4"
"서울특별시 강북구 번3동(1130560800)","7,345","7,345","290","530","774","788","942","1,349","1,264","874","495","38","1","8,487","8,487","290","514","743","801","930","1,359","1,453","1,487","811","96","3"
"서울특별시 강북구 수유1동(1130561500)","9,498","9,498","309","577","1,174","1,414","1,346","1,618","1,631","974","401","54","0","9,986","9,986","301","607","1,448","1,167","1,159","1,592","1,796","1,186","634","95","1"
"서울특별시 강북구 수유2동(1130562500)","9,556","9,556","392","597","1,052","1,227","1,320","1,708","1,675","1,044","500","40","1","10,569","10,569","334","558","1,292","1,079","1,193","1,832","1,964","1,366","822","127","2"
"서울특별시 강북구 수유3동(1130563500)","11,078","11,078","244","462","1,776","1,860","1,487","1,967","1,782","997","463","40","0","11,615","11,615","230","502","2,226","1,539","1,238","1,908","1,902","1,285","683","99","3"
"서울특별시 강북구 우이동(1130564500)","9,263","9,263","367","624","953","1,176","1,292","1,696","1,572","1,019","516","47","1","10,223","10,223","356","592","1,192","1,098","1,174","1,777","1,839","1,303","776","114","2"
"서울특별시 강북구 인수동(1130566000)","13,630","13,630","488","966","1,537","1,754","1,900","2,365","2,385","1,487","678","70","0","14,787","14,787","485","886","1,652","1,571","1,747","2,509","2,779","1,917","1,071","163","7"
"서울특별시 도봉구 (1132000000)","145,926","145,926","6,446","11,090","17,157","19,194","20,184","25,458","24,958","14,614","6,217","594","14","156,262","156,262","6,090","10,319","17,797","18,185","20,036","27,542","28,240","17,134","9,292","1,579","48"
"서울특별시 도봉구 창제1동(1132051100)","11,216","11,216","507","955","1,370","1,576","1,652","1,961","1,707","970","464","53","1","12,420","12,420","501","882","1,459","1,534","1,719","2,237","2,025","1,228","716","115","4"
"서울특별시 도봉구 창제2동(1132051200)","13,336","13,336","588","974","1,667","1,923","1,903","2,307","2,175","1,236","524","39","0","14,222","14,222","564","899","1,755","1,860","1,874","2,503","2,441","1,449","762","112","3"
"서울특별시 도봉구 창제3동(1132051300)","6,395","6,395","225","451","735","758","947","1,214","1,118","635","289","22","1","6,488","6,488","212","426","643","650","816","1,211","1,217","802","456","52","3"
"서울특별시 도봉구 창제4동(1132051400)","12,466","12,466","661","1,134","1,563","1,757","1,792","2,164","1,964","966","401","62","2","13,741","13,741","622","1,050","1,805","1,777","1,921","2,522","2,185","1,081","638","138","2"
"서울특별시 도봉구 창제5동(1132051500)","11,152","11,152","541","824","1,440","1,670","1,461","1,885","1,832","1,033","425","37","4","12,374","12,374","496","809","1,554","1,738","1,556","2,255","2,076","1,152","619","116","3"
"서울특별시 도봉구 도봉제1동(1132052100)","9,782","9,782","246","484","1,002","1,123","1,257","1,783","1,911","1,336","590","49","1","9,805","9,805","261","463","902","907","1,053","1,678","2,009","1,582","813","135","2"
"서울특별시 도봉구 도봉제2동(1132052200)","12,590","12,590","683","718","1,263","1,673","1,745","1,977","2,293","1,534","643","60","1","13,226","13,226","617","675","1,218","1,635","1,607","2,111","2,539","1,797","881","140","6"
"서울특별시 도봉구 쌍문제1동(1132066000)","9,789","9,789","421","664","1,121","1,207","1,370","1,785","1,650","1,001","525","44","1","10,885","10,885","403","715","1,542","1,147","1,278","1,852","1,900","1,232","705","107","4"
"서울특별시 도봉구 쌍문제2동(1132067000)","8,394","8,394","360","584","1,022","1,162","1,195","1,433","1,430","837","329","42","0","9,172","9,172","343","491","966","1,073","1,169","1,631","1,756","1,049","569","121","4"
"서울특별시 도봉구 쌍문제3동(1132068000)","7,662","7,662","295","434","1,009","1,206","1,085","1,321","1,191","744","351","26","0","8,467","8,467","289","449","1,193","1,150","1,068","1,354","1,438","949","513","60","4"
"서울특별시 도봉구 쌍문제4동(1132068100)","8,365","8,365","427","943","966","1,005","1,198","1,400","1,399","755","237","35","0","9,448","9,448","411","832","994","1,094","1,338","1,716","1,736","774","467","86","0"
"서울특별시 도봉구 방학제1동(1132069000)","13,410","13,410","524","997","1,597","1,571","1,777","2,502","2,432","1,371","599","38","2","13,794","13,794","479","971","1,648","1,468","1,751","2,452","2,526","1,599","769","126","5"
"서울특별시 도봉구 방학제2동(1132070000)","8,966","8,966","282","558","1,023","1,090","1,119","1,719","1,699","990","450","36","0","8,965","8,965","271","551","919","828","1,032","1,677","1,793","1,144","662","88","0"
"서울특별시 도봉구 방학제3동(1132071000)","12,403","12,403","686","1,370","1,379","1,473","1,683","2,007","2,157","1,206","390","51","1","13,255","13,255","621","1,106","1,199","1,324","1,854","2,343","2,599","1,296","722","183","8"
"서울특별시 노원구 (1135000000)","234,207","234,207","12,199","23,525","32,013","30,494","33,800","41,074","33,655","19,067","7,550","814","16","254,788","254,788","11,557","21,870","31,311","30,069","36,909","44,333","39,126","24,102","13,002","2,430","79"
"서울특별시 노원구 월계1동(1135056000)","10,452","10,452","406","792","2,104","1,266","1,346","1,646","1,524","955","379","34","0","9,868","9,868","368","696","1,470","1,089","1,282","1,624","1,547","1,144","564","81","3"
"서울특별시 노원구 월계2동(1135057000)","11,967","11,967","623","967","1,303","1,369","1,786","2,085","2,005","1,300","472","55","2","13,068","13,068","580","899","1,267","1,337","1,800","2,185","2,384","1,656","790","165","5"
"서울특별시 노원구 월계3동(1135058000)","13,349","13,349","814","934","1,457","2,155","1,948","2,127","1,977","1,350","535","51","1","14,671","14,671","720","856","1,494","2,092","1,923","2,335","2,534","1,676","866","171","4"
"서울특별시 노원구 공릉1동(1135059500)","17,141","17,141","640","1,221","3,178","2,476","2,385","2,654","2,472","1,493","572","50","0","18,395","18,395","629","1,182","3,420","2,361","2,343","2,763","2,911","1,805","842","131","8"
"서울특별시 노원구 공릉2동(1135060000)","19,906","19,906","1,343","2,079","3,304","2,721","3,020","3,174","2,380","1,345","487","53","0","21,158","21,158","1,302","2,023","3,446","2,730","3,231","3,312","2,775","1,458","749","130","2"
"서울특별시 노원구 하계1동(1135061100)","12,449","12,449","414","1,611","2,478","1,346","1,350","2,238","1,802","846","315","48","1","13,549","13,549","396","1,329","2,127","1,297","1,651","2,435","2,118","1,324","726","139","7"
"서울특별시 노원구 하계2동(1135061200)","9,842","9,842","600","1,179","1,216","1,187","1,482","1,788","1,431","634","283","42","0","10,908","10,908","487","1,153","1,190","1,244","1,739","1,971","1,580","919","535","90","0"
"서울특별시 노원구 중계본동(1135061900)","10,798","10,798","557","2,043","1,372","811","1,718","2,252","1,309","506","211","17","2","11,543","11,543","493","1,981","1,408","818","2,266","2,283","1,301","572","338","81","2"
"서울특별시 노원구 중계1동(1135062100)","12,712","12,712","850","2,774","1,361","807","2,402","2,551","1,245","510","191","20","1","13,388","13,388","784","2,359","1,260","997","3,189","2,396","1,327","623","385","67","1"
"서울특별시 노원구 중계4동(1135062400)","9,002","9,002","393","984","1,138","886","1,268","1,793","1,346","791","368","35","0","9,775","9,775","408","868","1,022","866","1,384","1,840","1,436","1,188","636","123","4"
"서울특별시 노원구 중계2.3동(1135062500)","14,294","14,294","669","1,230","1,639","1,919","2,077","2,592","2,177","1,330","590","70","1","17,250","17,250","678","1,230","1,757","1,937","2,285","2,895","2,762","2,160","1,305","237","4"
"서울특별시 노원구 상계1동(1135063000)","17,426","17,426","827","1,420","2,159","2,191","2,312","3,077","3,010","1,702","656","70","2","18,859","18,859","798","1,358","2,124","2,141","2,481","3,456","3,482","1,880","963","171","5"
"서울특별시 노원구 상계2동(1135064000)","9,231","9,231","299","702","1,369","1,148","1,198","1,789","1,565","819","311","31","0","9,516","9,516","317","774","1,322","1,000","1,165","1,852","1,633","854","498","97","4"
"서울특별시 노원구 상계3.4동(1135066500)","13,417","13,417","660","1,113","1,578","1,459","1,859","2,459","2,313","1,341","592","43","0","13,567","13,567","634","952","1,350","1,300","1,742","2,490","2,404","1,604","969","116","6"
"서울특별시 노원구 상계5동(1135067000)","10,868","10,868","357","817","1,405","1,370","1,357","2,075","1,892","1,060","475","59","1","11,543","11,543","331","753","1,269","1,169","1,385","2,215","2,047","1,397","817","152","8"
"서울특별시 노원구 상계6.7동(1135069500)","14,120","14,120","859","1,292","1,761","2,351","2,061","2,408","1,898","1,041","402","47","0","16,614","16,614","796","1,168","2,034","2,474","2,401","2,997","2,469","1,344","730","191","10"
"서울특별시 노원구 상계8동(1135070000)","10,109","10,109","882","817","1,084","2,342","1,658","1,417","998","644","238","27","2","11,295","11,295","884","796","1,127","2,418","1,738","1,637","1,343","842","417","92","1"
"서울특별시 노원구 상계9동(1135071000)","8,927","8,927","469","825","1,121","1,313","1,292","1,576","1,239","773","276","42","1","10,212","10,212","429","767","1,116","1,323","1,469","1,935","1,611","950","498","111","3"
"서울특별시 노원구 상계10동(1135072000)","8,197","8,197","537","725","986","1,377","1,281","1,373","1,072","627","197","20","2","9,609","9,609","523","726","1,108","1,476","1,435","1,712","1,462","706","374","85","2"
"서울특별시 은평구 (1138000000)","217,367","217,367","10,954","17,403","26,965","32,551","32,652","37,214","32,066","18,444","8,317","784","17","242,154","242,154","10,396","16,680","31,435","34,111","33,555","40,241","36,988","24,191","12,541","1,962","54"
"서울특별시 은평구 녹번동(1138051000)","16,495","16,495","898","1,013","1,891","2,697","2,582","2,740","2,468","1,454","696","55","1","18,904","18,904","926","1,031","2,287","2,889","2,526","3,024","2,947","2,053","1,042","176","3"
"서울특별시 은평구 불광제1동(1138052000)","17,453","17,453","819","1,198","2,173","2,712","2,415","2,946","2,805","1,532","756","95","2","19,929","19,929","760","1,081","2,614","2,759","2,557","3,329","3,297","2,095","1,244","189","4"
"서울특별시 은평구 불광제2동(1138053000)","12,685","12,685","343","696","1,762","1,939","1,692","2,173","2,177","1,265","596","41","1","13,695","13,695","341","636","1,844","1,828","1,573","2,352","2,472","1,638","896","112","3"
